Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value
NJ,Apr,0.33199522793270175,2.6272920609471535e-15,0.14731575252563114,0.14731575252563114,[2.07393595],[10.62662202],[0.92026454],[13.23924245],0.3319952279327018,0.029630579312019574
NJ,May,0.08511482408375537,8.500385440490416e-16,0.15560703058926847,0.15560703058926847,[0.56331531],[19.73857835],[1.02985376],[14.81583076],0.0851148240837554,0.5873535743855041
NJ,Jun,0.3420677793100597,5.0859234552771984e-15,0.14675262364030925,0.14675262364030925,[1.61991922],[20.85926002],[0.69497161],[9.99810085],0.3420677793100597,0.024755304836181193
NJ,Jul,0.2937246169842305,5.995953242319317e-16,0.14928495009973267,0.14928495009973267,[2.10542741],[24.88050656],[1.07007928],[15.39452883],0.29372461698423064,0.055910629504458645
NJ,Aug,0.4410475345226805,5.357931495258845e-15,0.14016341266896767,0.14016341266896767,[2.99144292],[22.34674178],[0.95067043],[13.67667203],0.4410475345226806,0.0030730234113260707
NJ,Sep,0.4768729074120343,9.835467900225983e-17,0.1372724041136147,0.1372724041136147,[3.14447623],[18.24734516],[0.9051674],[13.02204987],0.4768729074120344,0.0012246873973338975
NJ,Oct,0.3072990087780272,3.6568314368998536e-15,0.14861698350277616,0.14861698350277616,[2.08589936],[14.1313702],[1.00878969],[14.5127957],0.3072990087780272,0.045015491583665246
NJ,Nov,0.22849685560957747,4.596744234982661e-16,0.1520421304719586,0.1520421304719586,[1.92316983],[8.69293615],[1.27967992],[18.40991587],0.22849685560957753,0.14054116054983332
NJ,Dec,0.15863333028105023,8.522087285707893e-16,0.15419622172176237,0.15419622172176237,[1.88273355],[3.62063393],[1.8300719],[26.3280443],0.15863333028105026,0.3096162727429205
SD,Jan,0.23284033134203255,1.1112730384265491e-15,0.15188132241988478,0.15188132241988478,[2.83938674],[-3.44225875],[1.85212678],[26.6453334],0.23284033134203255,0.1329466289259829
SD,Feb,-0.07362688607816115,-2.690177991834164e-16,0.15574988405010234,0.15574988405010234,[-1.14631084],[3.43262374],[2.42489925],[34.88543531],-0.07362688607816115,0.6389161841561768
SD,Mar,0.09721315090634008,7.638275785573393e-16,0.1554340581138134,0.1554340581138134,[1.27882872],[7.93510079],[2.0447186],[29.41602566],0.09721315090634011,0.5351547374616664
SD,Apr,0.02552228539431348,8.325738324733898e-17,0.15612288881958333,0.15612288881958333,[0.28082451],[15.63234933],[1.71783727],[24.71339834],0.02552228539431348,0.8709471440008508
SD,May,-0.20809824217455303,7.274797090235138e-17,0.1527547948713615,0.1527547948713615,[-1.93758363],[25.33850611],[1.42228587],[20.4614942],-0.20809824217455303,0.18053990811309892
SD,Jun,0.3055122005459269,1.2163089847688368e-15,0.1487068072414343,0.1487068072414343,[3.19939439],[23.85680031],[1.55729206],[22.40373969],0.305512200545927,0.0463424261320408
SD,Jul,0.30814379196804115,3.940921364555378e-15,0.14857431444883196,0.14857431444883196,[3.17588314],[27.72221002],[1.53128076],[22.02953214],0.3081437919680412,0.04439895953971205
SD,Aug,0.10750997894750718,1.995324014161566e-15,0.15526857961379542,0.15526857961379542,[0.85340962],[29.41260413],[1.23251535],[17.73139009],0.10750997894750718,0.4925812835286677
SD,Sep,0.5118246646979389,-2.0287055644516042e-16,0.1341673066031457,0.1341673066031457,[4.86691056],[18.15397409],[1.27578901],[18.35393984],0.5118246646979389,0.00045121643946013484
SD,Oct,-0.006956624134689198,-2.9073746751712235e-16,0.15616998285800465,0.15616998285800465,[-0.07132414],[16.27964301],[1.60116299],[23.03488191],-0.0069566241346892006,0.9646860696913293
SD,Nov,0.46027201759138536,2.261789969464279e-15,0.1386476205298671,0.1386476205298671,[6.85535711],[0.52169874],[2.06503744],[29.70833953],0.4602720175913855,0.0018988651653573797
SD,Dec,0.24362755070841388,1.1346301724619278e-15,0.15146806928547268,0.15146806928547268,[3.40037581],[-3.26862499],[2.11408093],[30.41389599],0.24362755070841394,0.11541288566579502
